dataset,relative_path,video_sha256,status,error,replay_selected,replay_status,replay_video,link2_status,link2_error,link2_depth_strategy,link2_depth_valid_frame_count,link2_depth_interpolated_frame_count,link2_depth_interpolated_frame_fraction,link2_depth_total_frame_count,link2_pdi_score,link2_grade,link2_scale_component,link2_trajectory_component,link2_rigidity_component,link2_vanishing_point_component,link2_sam3_tracked_fraction,link3_status,link3_error,link3_depth_strategy,link3_depth_valid_frame_count,link3_depth_interpolated_frame_count,link3_depth_interpolated_frame_fraction,link3_depth_total_frame_count,link3_pdi_score,link3_grade,link3_scale_component,link3_trajectory_component,link3_rigidity_component,link3_vanishing_point_component,link3_sam3_tracked_fraction,link4_status,link4_error,link4_depth_strategy,link4_depth_valid_frame_count,link4_depth_interpolated_frame_count,link4_depth_interpolated_frame_fraction,link4_depth_total_frame_count,link4_pdi_score,link4_grade,link4_scale_component,link4_trajectory_component,link4_rigidity_component,link4_vanishing_point_component,link4_sam3_tracked_fraction,link5_status,link5_error,link5_depth_strategy,link5_depth_valid_frame_count,link5_depth_interpolated_frame_count,link5_depth_interpolated_frame_fraction,link5_depth_total_frame_count,link5_pdi_score,link5_grade,link5_scale_component,link5_trajectory_component,link5_rigidity_component,link5_vanishing_point_component,link5_sam3_tracked_fraction,link6_status,link6_error,link6_depth_strategy,link6_depth_valid_frame_count,link6_depth_interpolated_frame_count,link6_depth_interpolated_frame_fraction,link6_depth_total_frame_count,link6_pdi_score,link6_grade,link6_scale_component,link6_trajectory_component,link6_rigidity_component,link6_vanishing_point_component,link6_sam3_tracked_fraction,link7_status,link7_error,link7_depth_strategy,link7_depth_valid_frame_count,link7_depth_interpolated_frame_count,link7_depth_interpolated_frame_fraction,link7_depth_total_frame_count,link7_pdi_score,link7_grade,link7_scale_component,link7_trajectory_component,link7_rigidity_component,link7_vanishing_point_component,link7_sam3_tracked_fraction,geometry_seconds,query_preparation_seconds,tracker_load_seconds,exact_group_model_seconds,exact_group_total_tracking_seconds,peak_gpu_memory_bytes,total_seconds
COSMOS2.5,0054.mp4,8f994a2c8b31df652f18a5e0cce6b8fb83809fc42a9ca3f044efcfed4e382f9f,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1616,B (Minor Jitter) - slight geometric jitter,0.0586,0.33,0.0307,0.2834,1.0,complete,,direct,93,0,0.0,93,0.227,B (Minor Jitter) - slight geometric jitter,0.2712,0.2818,0.0294,0.7228,1.0,failed,only 67/93 frames have valid target depths; need at least 75,unavailable,67,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.2178,B (Minor Jitter) - slight geometric jitter,0.3119,0.2238,0.0176,0.9046,1.0,complete,,direct,93,0,0.0,93,0.1911,B (Minor Jitter) - slight geometric jitter,0.2008,0.2728,0.0086,0.9516,1.0,failed,only 36/93 frames have valid target depths; need at least 75,unavailable,36,0,0.0,93,,,,,,,,350.903341836005,1.624837031995412,0.919233349035494,2.7463158310274594,2.763648174062837,5754609152,362.17539909499465
COSMOS2.5,0055.mp4,c27a05daf506529e2ef56e797463e5546b7044acf2f76a5cfb083ecbce937dc8,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1236,B (Minor Jitter) - slight geometric jitter,0.0263,0.2683,0.0288,0.2306,1.0,complete,,direct,93,0,0.0,93,0.2778,B (Minor Jitter) - slight geometric jitter,0.3915,0.2922,0.0214,0.4373,1.0,failed,only 2/93 frames have valid target depths; need at least 75,unavailable,2,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.236,B (Minor Jitter) - slight geometric jitter,0.2649,0.3155,0.0195,0.9941,1.0,complete,,direct,93,0,0.0,93,0.3076,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4734,0.258,0.0753,0.9809,1.0,complete,,direct,93,0,0.0,93,0.672,F (Geometric Failure) - geometric coherence breaks down,0.7345,0.4454,1.0,0.0,1.0,379.65135168499546,1.8439333220012486,0.7895025089965202,1.9700390999787487,1.9851439379854128,5754609152,390.7041804390028
COSMOS2.5,0056.mp4,04b0e11655d573246218bb5d84770b219cc63f029cb8a916835d5ae7efa383e8,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1229,B (Minor Jitter) - slight geometric jitter,0.026,0.2623,0.038,0.1682,1.0,complete,,direct,93,0,0.0,93,0.3085,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4752,0.2852,0.0216,0.3946,1.0,complete,,direct,93,0,0.0,93,0.3812,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.1286,0.3244,1.0,0.5654,1.0,complete,,direct,93,0,0.0,93,0.2555,B (Minor Jitter) - slight geometric jitter,0.4365,0.1952,0.0143,0.9827,1.0,complete,,direct,93,0,0.0,93,0.2675,B (Minor Jitter) - slight geometric jitter,0.3321,0.3163,0.0405,0.3778,1.0,complete,,direct,93,0,0.0,93,0.5475,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5196,0.3491,1.0,0.5805,1.0,353.7612853019964,1.531248663959559,0.8522375840111636,2.6773590960074216,2.694838522002101,5754609152,365.90260467800545
COSMOS2.5,0057.mp4,4a4abd49b0c1a24ab3574e7384cb9e94661d21945d1618c253ccad4358ec848d,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1211,B (Minor Jitter) - slight geometric jitter,0.0112,0.2832,0.0166,0.0757,1.0,complete,,direct,93,0,0.0,93,0.3317,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4809,0.3367,0.0234,0.2541,1.0,complete,,direct,93,0,0.0,93,0.3947,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.1418,0.3451,1.0,0.3654,1.0,complete,,direct,93,0,0.0,93,0.2621,B (Minor Jitter) - slight geometric jitter,0.3699,0.2735,0.0237,0.9684,1.0,complete,,direct,93,0,0.0,93,0.3926,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4863,0.4529,0.0849,0.7803,1.0,complete,,direct,93,0,0.0,93,0.457,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3476,0.2949,1.0,0.0,1.0,376.28680151700974,1.8363487150054425,0.9395195340039209,2.027669624018017,2.0456636790186167,5754609152,387.9200721049565
COSMOS2.5,0058.mp4,2ab01b8664790680afce91ddcc5b056c72982f1cae74ce0899c314d8eb36ce65,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1108,B (Minor Jitter) - slight geometric jitter,0.0723,0.1936,0.022,0.1113,1.0,complete,,direct,93,0,0.0,93,0.225,B (Minor Jitter) - slight geometric jitter,0.3328,0.2252,0.009,0.3205,1.0,failed,only 23/93 frames have valid target depths; need at least 75,unavailable,23,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.2724,B (Minor Jitter) - slight geometric jitter,0.3178,0.3487,0.0291,0.5915,1.0,complete,,direct,93,0,0.0,93,0.2307,B (Minor Jitter) - slight geometric jitter,0.1714,0.3843,0.0421,0.0,1.0,complete,,direct,93,0,0.0,93,0.2112,B (Minor Jitter) - slight geometric jitter,0.1804,0.3184,0.0583,0.4903,1.0,352.78832323197275,1.6201768899918534,1.0085713339503855,2.6988792659831233,2.7142707830062136,5754609152,364.91492597199976
COSMOS2.5,0059.mp4,7446480c14ea5e8f9e54b97897f1835dd8617e0fd7060310c7b84addaf08ad1b,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1177,B (Minor Jitter) - slight geometric jitter,0.0648,0.2138,0.0311,0.1119,1.0,complete,,direct,93,0,0.0,93,0.2205,B (Minor Jitter) - slight geometric jitter,0.3665,0.1703,0.0289,0.3357,1.0,complete,,direct,93,0,0.0,93,0.2962,B (Minor Jitter) - slight geometric jitter,0.4295,0.2754,0.071,0.6859,1.0,complete,,direct,93,0,0.0,93,0.3172,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.53,0.2534,0.019,0.6711,1.0,complete,,direct,93,0,0.0,93,0.2317,B (Minor Jitter) - slight geometric jitter,0.1914,0.3794,0.0169,0.7356,1.0,complete,,direct,93,0,0.0,93,0.6657,F (Geometric Failure) - geometric coherence breaks down,0.7036,0.4608,1.0,0.9801,1.0,384.72305636497913,1.546500179974828,0.9478206220082939,2.0263191810227,2.0426624820102006,5754609152,396.2368234640453
COSMOS2.5,0060.mp4,27b12def2b851d2de59a36e30571c22c4f3958e81d26f36c38f1547b6c592d6e,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.108,B (Minor Jitter) - slight geometric jitter,0.0573,0.1987,0.0282,0.1219,1.0,complete,,direct,93,0,0.0,93,0.267,B (Minor Jitter) - slight geometric jitter,0.3557,0.2994,0.0248,0.294,1.0,complete,,interpolation_fallback,81,12,0.12903225806451613,93,7.0798,F (Geometric Failure) - geometric coherence breaks down,17.2826,0.4044,0.0253,0.9855,0.8709677419354839,complete,,direct,93,0,0.0,93,0.273,B (Minor Jitter) - slight geometric jitter,0.4105,0.2659,0.0121,0.6576,1.0,complete,,direct,93,0,0.0,93,0.2686,B (Minor Jitter) - slight geometric jitter,0.2496,0.41,0.0237,0.8914,1.0,complete,,direct,93,0,0.0,93,0.6915,F (Geometric Failure) - geometric coherence breaks down,0.6865,0.5421,1.0,0.6683,1.0,340.5234756830032,1.5298708549817093,1.1426100180251524,4.155589489964768,4.17306003900012,5754609152,354.5896400650381
COSMOS2.5,0061.mp4,f76ffa5278969b061e5df2c7c785f97029dd5b605ed0a378bac3fd64ed4ccdc5,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.0942,A (Physical Realism) - physically consistent and tight,0.0652,0.1625,0.0156,0.1918,1.0,complete,,direct,93,0,0.0,93,0.1995,B (Minor Jitter) - slight geometric jitter,0.3123,0.1683,0.0363,0.4383,1.0,failed,only 30/93 frames have valid target depths; need at least 75,unavailable,30,0,0.0,93,,,,,,,,complete,,direct,93,0,0.0,93,0.3634,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5888,0.3093,0.0209,0.8587,1.0,complete,,direct,93,0,0.0,93,0.2724,B (Minor Jitter) - slight geometric jitter,0.289,0.3685,0.0469,0.4885,1.0,complete,,direct,93,0,0.0,93,0.4976,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4064,0.3376,1.0,0.7333,1.0,382.1438499109936,1.55220920604188,0.8622923609800637,2.5058742609689943,2.522381468967069,5754609152,393.64015207096236
COSMOS2.5,0062.mp4,f51a3d8c15975a997a7c64103271002019f7aaf4d96aea143bf101cb63ae405d,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1858,B (Minor Jitter) - slight geometric jitter,0.0833,0.3639,0.0346,0.1234,1.0,complete,,direct,93,0,0.0,93,0.3079,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3574,0.4004,0.0241,0.2993,1.0,complete,,direct,93,0,0.0,93,0.2842,B (Minor Jitter) - slight geometric jitter,0.3172,0.3806,0.0256,0.7645,1.0,complete,,direct,93,0,0.0,93,0.3405,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.571,0.2659,0.0289,0.7001,1.0,complete,,direct,93,0,0.0,93,0.3211,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4811,0.3096,0.0243,0.88,1.0,complete,,direct,93,0,0.0,93,0.599,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.6454,0.3522,1.0,0.6004,1.0,347.2840082789771,1.5956521710031666,0.8069171840324998,4.170358547009528,4.187835390039254,5754609152,360.7663798139547
COSMOS2.5,0063.mp4,ce7d53c6ea1e396a96353e9bb943b51f3e9fd38ed318d85cea58673591e812ab,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1377,B (Minor Jitter) - slight geometric jitter,0.1023,0.2264,0.031,0.0807,1.0,complete,,direct,93,0,0.0,93,0.3393,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4243,0.4018,0.0443,0.3755,1.0,complete,,direct,93,0,0.0,93,0.1596,B (Minor Jitter) - slight geometric jitter,0.0504,0.3002,0.0965,0.6614,1.0,complete,,direct,93,0,0.0,93,0.3108,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3703,0.3959,0.0213,0.9158,1.0,complete,,direct,93,0,0.0,93,0.218,B (Minor Jitter) - slight geometric jitter,0.1844,0.3259,0.0694,0.9623,1.0,complete,,direct,93,0,0.0,93,0.5068,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2497,0.5173,1.0,0.9928,1.0,358.1191344669787,2.2754052119562402,10.280881899001542,2.4733676909818314,2.493125553941354,5754609152,382.0100535340025
COSMOS2.5,0064.mp4,4bb795a5f9879c12a4673b99f81575a7239502f49d72af720048e2b5dad2cb41,failed,command failed with status 1; see /root/autodl-tmp/pdi/batches/exact-group-links2-7-balanced-v2/jobs/COSMOS2.5_0064-4bb795a5f987/sam3.log,False,not_selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMOS2.5,0065.mp4,a49d33fbee362f8b3d82401c1a25b927fb24911e1e6b2f839aaa2e1b444ead0c,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1626,B (Minor Jitter) - slight geometric jitter,0.0777,0.312,0.0336,0.0607,1.0,complete,,direct,93,0,0.0,93,0.3416,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.455,0.375,0.048,0.2579,1.0,complete,,direct,93,0,0.0,93,0.2613,B (Minor Jitter) - slight geometric jitter,0.3494,0.289,0.0298,0.7701,1.0,complete,,direct,93,0,0.0,93,0.2087,B (Minor Jitter) - slight geometric jitter,0.2219,0.2891,0.0216,0.9698,1.0,complete,,direct,93,0,0.0,93,0.2268,B (Minor Jitter) - slight geometric jitter,0.2486,0.3096,0.0173,0.7107,1.0,complete,,direct,93,0,0.0,93,0.1949,B (Minor Jitter) - slight geometric jitter,0.1464,0.3015,0.0789,0.9135,1.0,358.6533244570019,1.553582947992254,0.8037225370062515,2.065389883995522,2.0819854300352745,5754609152,377.00440395099577
COSMOS2.5,0066.mp4,876e0b59a588b62807918b9416bae6abb85fb4dea570876ed108c84991c01287,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1521,B (Minor Jitter) - slight geometric jitter,0.0618,0.3034,0.0299,0.0787,1.0,complete,,direct,93,0,0.0,93,0.2983,B (Minor Jitter) - slight geometric jitter,0.4142,0.2886,0.086,0.2689,1.0,complete,,interpolation_fallback,90,3,0.03225806451612903,93,1.4872,F (Geometric Failure) - geometric coherence breaks down,3.2534,0.4541,0.0213,0.8967,0.967741935483871,complete,,direct,93,0,0.0,93,0.3062,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4011,0.3536,0.0218,0.9996,1.0,complete,,direct,93,0,0.0,93,0.3396,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3834,0.4399,0.0515,0.9914,1.0,complete,,direct,93,0,0.0,93,0.5202,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3494,0.4512,1.0,0.0,1.0,376.0442724690074,1.560336233000271,0.9940451380098239,3.363536515040323,3.380385317024775,5754609152,388.8523356539663
COSMOS2.5,0067.mp4,06f1f7a92ef67cd3581fe05b76c1d341e0d65c66279732ff3764a55bba46b2a3,complete,,False,not_selected,,complete,,direct,93,0,0.0,93,0.1357,B (Minor Jitter) - slight geometric jitter,0.0692,0.255,0.0302,0.1459,1.0,complete,,direct,93,0,0.0,93,0.2362,B (Minor Jitter) - slight geometric jitter,0.3488,0.2282,0.0271,0.3712,1.0,complete,,interpolation_fallback,83,10,0.10752688172043011,93,2.3261,F (Geometric Failure) - geometric coherence breaks down,5.3728,0.3854,0.1143,0.5345,0.8924731182795699,complete,,direct,93,0,0.0,93,0.1972,B (Minor Jitter) - slight geometric jitter,0.1754,0.3097,0.0157,0.0,1.0,complete,,direct,93,0,0.0,93,0.2401,B (Minor Jitter) - slight geometric jitter,0.2182,0.36,0.0439,0.0,1.0,complete,,direct,93,0,0.0,93,0.3056,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.1667,0.3257,0.5434,0.7552,1.0,354.240061221004,1.502917445031926,1.0004556729691103,4.466425419028383,4.4825805550208315,5754609152,368.7291616969742
COSMOS3,0000.mp4,e59866200540ae483f073965ced8a2abe7e35a06547327f473da7c642ee6e8f5,complete,,True,complete,jobs/COSMOS3_0000-e59866200540/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0841,A (Physical Realism) - physically consistent and tight,0.0652,0.1376,0.0151,0.0227,1.0,complete,,direct,189,0,0.0,189,0.3577,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5437,0.3414,0.0183,0.1968,1.0,complete,,direct,189,0,0.0,189,0.1589,B (Minor Jitter) - slight geometric jitter,0.1169,0.2707,0.0191,0.2604,1.0,complete,,direct,189,0,0.0,189,0.3301,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5406,0.2789,0.0117,0.5723,1.0,complete,,direct,189,0,0.0,189,0.2018,B (Minor Jitter) - slight geometric jitter,0.2471,0.2564,0.0019,0.7237,1.0,complete,,direct,189,0,0.0,189,0.2772,B (Minor Jitter) - slight geometric jitter,0.3261,0.2496,0.2346,0.0,1.0,698.4851124490378,2.2356329190079123,1.0452574400114827,8.117349334002938,8.14197438803967,11603748352,722.2433779800194
COSMOS3,0001.mp4,11f4a18778539385ca852a7aa1c5110a44c36656c7bff322f725e82cbf929be4,complete,,True,complete,jobs/COSMOS3_0001-11f4a1877853/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0676,A (Physical Realism) - physically consistent and tight,0.0254,0.1341,0.0189,0.1588,1.0,complete,,direct,189,0,0.0,189,0.2243,B (Minor Jitter) - slight geometric jitter,0.3528,0.2011,0.014,0.3321,1.0,complete,,direct,189,0,0.0,189,0.1593,B (Minor Jitter) - slight geometric jitter,0.1376,0.2382,0.0451,0.5595,1.0,complete,,direct,189,0,0.0,189,0.23,B (Minor Jitter) - slight geometric jitter,0.3094,0.2589,0.0135,0.9959,1.0,complete,,direct,189,0,0.0,189,0.1669,B (Minor Jitter) - slight geometric jitter,0.1278,0.2361,0.1069,0.6417,1.0,complete,,direct,189,0,0.0,189,0.2491,B (Minor Jitter) - slight geometric jitter,0.1588,0.2368,0.4543,0.8293,1.0,731.0215943160001,2.274837886041496,0.8680262940470129,8.211752599978354,8.238428782962728,11603748352,755.6099799399963
COSMOS3,0002.mp4,6e9cce2973b827c41f8b46862d77a1db10d0669e28cbdc578a8fff1a3b5b1cd8,complete,,True,complete,jobs/COSMOS3_0002-6e9cce2973b8/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.1002,B (Minor Jitter) - slight geometric jitter,0.0112,0.2317,0.0151,0.0351,1.0,complete,,direct,189,0,0.0,189,0.212,B (Minor Jitter) - slight geometric jitter,0.2596,0.2653,0.0103,0.2335,1.0,complete,,direct,189,0,0.0,189,0.2555,B (Minor Jitter) - slight geometric jitter,0.3604,0.273,0.0105,0.3941,1.0,complete,,direct,189,0,0.0,189,0.2644,B (Minor Jitter) - slight geometric jitter,0.3996,0.255,0.0129,0.6122,1.0,complete,,direct,189,0,0.0,189,0.1635,B (Minor Jitter) - slight geometric jitter,0.1122,0.2876,0.0176,0.7955,1.0,complete,,direct,189,0,0.0,189,0.2627,B (Minor Jitter) - slight geometric jitter,0.3925,0.2413,0.0458,0.7627,1.0,683.8397491709911,2.1931709150085226,1.1244101169868372,7.671471865964122,7.697060104983393,11603748352,706.8172760910238
COSMOS3,0003.mp4,d363acfbad433a0cb526a8431965a3993f56990fa8c3780c1d433787d90dec31,complete,,True,complete,jobs/COSMOS3_0003-d363acfbad43/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0884,A (Physical Realism) - physically consistent and tight,0.0253,0.1834,0.0246,0.1442,1.0,complete,,direct,189,0,0.0,189,0.2711,B (Minor Jitter) - slight geometric jitter,0.4132,0.261,0.0074,0.4212,1.0,complete,,direct,189,0,0.0,189,0.3196,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.4444,0.3237,0.0616,0.4489,1.0,complete,,direct,189,0,0.0,189,0.2656,B (Minor Jitter) - slight geometric jitter,0.4071,0.249,0.016,0.9304,1.0,complete,,direct,189,0,0.0,189,0.2148,B (Minor Jitter) - slight geometric jitter,0.2687,0.2512,0.034,0.0,1.0,complete,,direct,189,0,0.0,189,0.3942,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2994,0.186,1.0,0.5143,1.0,741.9092407000135,2.3271114290109836,1.0283935929764993,8.711474272015039,8.767872311989777,11603748352,768.7871086130035
COSMOS3,0004.mp4,11fa20cc4c578cc5637cb0c2190cd1b077ee724e621b82286ffc53b69d127178,complete,,True,complete,jobs/COSMOS3_0004-11fa20cc4c57/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.1113,B (Minor Jitter) - slight geometric jitter,0.0742,0.1991,0.0097,0.1748,1.0,complete,,direct,189,0,0.0,189,0.198,B (Minor Jitter) - slight geometric jitter,0.2664,0.2185,0.0202,0.3829,1.0,complete,,direct,189,0,0.0,189,0.1456,B (Minor Jitter) - slight geometric jitter,0.1047,0.2412,0.036,0.4888,1.0,complete,,direct,189,0,0.0,189,0.1966,B (Minor Jitter) - slight geometric jitter,0.2288,0.2539,0.0177,0.7992,1.0,complete,,direct,189,0,0.0,189,0.2913,B (Minor Jitter) - slight geometric jitter,0.4802,0.1862,0.1238,0.7962,1.0,complete,,direct,189,0,0.0,189,0.4069,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3128,0.2045,1.0,0.949,1.0,689.5682771330466,2.2700921600335278,1.1339870080118999,7.976694522018079,8.001887400983833,11603748352,712.6987446619896
COSMOS3,0005.mp4,43b397e4de08007ce43418b84042a5db452c27f92ce6309788c1bd1bcf3a807f,complete,,True,complete,jobs/COSMOS3_0005-43b397e4de08/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0844,A (Physical Realism) - physically consistent and tight,0.0321,0.1713,0.0152,0.0283,1.0,complete,,direct,189,0,0.0,189,0.2196,B (Minor Jitter) - slight geometric jitter,0.2351,0.3067,0.0145,0.1857,1.0,failed,only 26/189 frames have valid target depths; need at least 152,unavailable,26,0,0.0,189,,,,,,,,complete,,direct,189,0,0.0,189,0.2586,B (Minor Jitter) - slight geometric jitter,0.359,0.2816,0.012,0.6621,1.0,complete,,direct,189,0,0.0,189,0.2507,B (Minor Jitter) - slight geometric jitter,0.214,0.381,0.0637,0.0,1.0,complete,,direct,189,0,0.0,189,0.5068,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.3652,0.4016,1.0,0.0,1.0,724.7082901020185,2.264759074023459,1.6667646360001527,8.117998131958302,8.155044953920878,11603748352,750.380354656023
COSMOS3,0006.mp4,6407a86811c3b73ab927cbce03ac98906386cd7ce30e7c196480e0eb88514b14,complete,,True,complete,jobs/COSMOS3_0006-6407a86811c3/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0787,A (Physical Realism) - physically consistent and tight,0.0162,0.1769,0.007,0.1397,1.0,complete,,direct,189,0,0.0,189,0.1541,B (Minor Jitter) - slight geometric jitter,0.1042,0.2753,0.0115,0.3995,1.0,failed,only 148/189 frames have valid target depths; need at least 152,unavailable,148,0,0.0,189,,,,,,,,complete,,direct,189,0,0.0,189,0.2219,B (Minor Jitter) - slight geometric jitter,0.2564,0.2715,0.0537,0.7074,1.0,complete,,direct,189,0,0.0,189,0.2748,B (Minor Jitter) - slight geometric jitter,0.3972,0.2539,0.0716,0.7545,1.0,complete,,direct,189,0,0.0,189,0.2717,B (Minor Jitter) - slight geometric jitter,0.4042,0.2653,0.0195,0.0,1.0,689.1468398580328,2.2317910629790276,1.121716954978183,7.785825332044624,7.8094750310410745,11603748352,712.5987791499938
COSMOS3,0007.mp4,aeba616377e90e6bc81a2ea5a31d1dd49f9b2b073270537d0dce4445981b5971,complete,,True,complete,jobs/COSMOS3_0007-aeba616377e9/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0714,A (Physical Realism) - physically consistent and tight,0.0128,0.1595,0.0126,0.0988,1.0,complete,,direct,189,0,0.0,189,0.1911,B (Minor Jitter) - slight geometric jitter,0.2441,0.228,0.011,0.2785,1.0,complete,,direct,189,0,0.0,189,0.4552,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.8413,0.2547,0.0843,0.3061,1.0,complete,,direct,189,0,0.0,189,0.1932,B (Minor Jitter) - slight geometric jitter,0.2313,0.2282,0.0469,0.5713,1.0,complete,,direct,189,0,0.0,189,0.3055,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.2884,0.2392,0.4723,0.5271,1.0,complete,,direct,189,0,0.0,189,0.6125,F (Geometric Failure) - geometric coherence breaks down,0.4121,0.6192,1.0,0.5576,1.0,725.0998597069993,4.253613772976678,0.8899678459856659,7.455600366985891,7.479990108986385,11603748352,750.4536266089999
COSMOS3,0008.mp4,432cd6fbc05eb96aa7487c119839bf9a816f87d22ad2be702727a3615fc4e532,complete,,True,complete,jobs/COSMOS3_0008-432cd6fbc05e/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0694,A (Physical Realism) - physically consistent and tight,0.012,0.1565,0.0101,0.0757,1.0,complete,,direct,189,0,0.0,189,0.1743,B (Minor Jitter) - slight geometric jitter,0.1887,0.2398,0.0147,0.3867,1.0,complete,,direct,189,0,0.0,189,0.0894,A (Physical Realism) - physically consistent and tight,0.034,0.1822,0.0147,0.4325,1.0,complete,,direct,189,0,0.0,189,0.2199,B (Minor Jitter) - slight geometric jitter,0.3094,0.2336,0.0134,0.7034,1.0,complete,,direct,189,0,0.0,189,0.2003,B (Minor Jitter) - slight geometric jitter,0.2322,0.2422,0.0524,0.789,1.0,complete,,direct,189,0,0.0,189,0.3362,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5585,0.2629,0.0383,0.9273,1.0,690.2950514560216,2.21200110798236,1.1568636919837445,8.06358412996633,8.085729699989315,11603748352,713.3531521059922
COSMOS3,0009.mp4,5a74f65392c1c46a5ff9e75b7193e397cdb7ca05565c7df15911948462c8e242,complete,,True,complete,jobs/COSMOS3_0009-5a74f65392c1/output/replay/combined_exact-group.mp4,complete,,direct,189,0,0.0,189,0.0713,A (Physical Realism) - physically consistent and tight,0.0243,0.1496,0.0086,0.0916,1.0,complete,,direct,189,0,0.0,189,0.2037,B (Minor Jitter) - slight geometric jitter,0.241,0.2562,0.0243,0.2835,1.0,complete,,direct,189,0,0.0,189,0.1685,B (Minor Jitter) - slight geometric jitter,0.1278,0.275,0.037,0.4235,1.0,complete,,direct,189,0,0.0,189,0.2226,B (Minor Jitter) - slight geometric jitter,0.2694,0.2754,0.0234,0.6448,1.0,complete,,direct,189,0,0.0,189,0.2442,B (Minor Jitter) - slight geometric jitter,0.2763,0.2513,0.1656,0.7719,1.0,complete,,direct,189,0,0.0,189,0.3485,C (Obvious Distortion) - obvious perspective illusion or foot sliding,0.5029,0.2805,0.1758,0.9781,1.0,730.4159248960204,3.034858656988945,1.750891495961696,7.6593586790259,7.682785718003288,11603748352,754.3297790819779
